NSR_organism	NSR_ID	BOLD_organism	BOLD_ID
Peristenus grandiceps	AHCYFASRAMI	Peristenus grandiceps	CNCBR381-09
Peristenus digoneutis	AHCYFASQZHE	Peristenus digoneutis	GBAH22357-19
Peristenus adelphocorides	AHCYFASQYCA	Peristenus adelphocorides	
Peristenus accinctus	AHCYFASQWWV	Peristenus accinctus	
Perilitus rutilus	AHCYFASQUUZ	Perilitus rutilus	DTNHM5179-23
Perilitus melanopus	AHCYFASQTPV	Perilitus melanopus	CGBTA106-08
Perilitus erythrogaster	AHCYFASQSKR	Perilitus erythrogaster	
Perilitus dubius	AHCYFASQRFM	Perilitus dubius	
Perilitus cerealium	AHCYFASQQAI	Perilitus cerealium	
Perilitus brevicollis	AHCYFASQOVE	Perilitus brevicollis	
Perilitus aethiops	AHCYFASQNQA	Perilitus aethiops	
Pentapleura tenuicornis	AHCYFASQLOP	Pentapleura tenuicornis	
Pentapleura pumilio	AHCYFASQKJL	Pentapleura pumilio	
Pentapleura fuliginosa	AHCYFASQJDV	Pentapleura fuliginosa	
Pentapleura angustula	AHCYFASQHYR	Pentapleura angustula	
Pauesia varia	AHCYFASQFXG	Pauesia varia	
Pauesia unilachni	AHCYFASQESC	Pauesia unilachni	GBMNE1026-21
Pauesia picta	AHCYFASQDMY	Pauesia picta	GBMNE967-21
Pauesia maculolachni	AHCYFASQCHT	Pauesia maculolachni	
Pauesia laricis	AHCYFASQBCP	Pauesia laricis	
Pauesia infulata	AHCYFASPZXL	Pauesia infulata	BGLIB724-24
Paroplitis wesmaeli	AHCYFASPXWA	Paroplitis wesmaeli	AAHYM283-16
Paralipsis enervis	AHCYFASPVUE	Paralipsis enervis	GBMNA38130-19
Panerema inops	AHCYFASPTST	Panerema inops	
Panerema fulvicornis	AHCYFASPSNP	Panerema fulvicornis	
Pambolus biglumis	AHCYFASPQME	Pambolus biglumis	
Orthostigma sordipes	AHCYFASPOKT	Orthostigma sordipes	
Orthostigma pumila	AHCYFASPNFP	Orthostigma pumila	
Orthostigma mandibulare	AHCYFASPMAK	Orthostigma mandibulare	
Orthostigma maculipes	AHCYFASPKUV	Orthostigma maculipes	
Orthostigma lucidum	AHCYFASPJPR	Orthostigma lucidum	
Orthostigma longicubitale	AHCYFASPIKM	Orthostigma longicubitale	
Orthostigma laticeps	AHCYFASPHFI	Orthostigma laticeps	
Orthostigma cratospilum	AHCYFASPGAE	Orthostigma cratospilum	
Orgilus tristis	AHCYFASPDYT	Orgilus tristis	
Orgilus punctulator	AHCYFASPCTP	Orgilus punctulator	
Orgilus pimpinellae	AHCYFASPBOL	Orgilus pimpinellae	AMTPB1989-15
Orgilus parvipennis	AHCYFASPAJH	Orgilus parvipennis	NOPRA1712-19
Orgilus obscurator	AHCYFASOZDR	Orgilus obscurator	
Orgilus nanellae	AHCYFASOXYN	Orgilus nanellae	
Orgilus minutus	AHCYFASOWTI	Orgilus minutus	
Orgilus minor	AHCYFASOVOE	Orgilus minor	
Orgilus leptocephalus	AHCYFASOUJA	Orgilus leptocephalus	
Orgilus laevigator	AHCYFASOTDW	Orgilus laevigator	
Orgilus ischnus	AHCYFASORYS	Orgilus ischnus	
Orgilus interjectus	AHCYFASOQTN	Orgilus interjectus	
Orgilus grunini	AHCYFASOPOJ	Orgilus grunini	
Orgilus dovnari	AHCYFASOOJF	Orgilus dovnari	
Orgilus anurus	AHCYFASOMZE	Orgilus anurus	
Opius turcicus	AHCYFASOHMS	Opius turcicus	
Opius tersus	AHCYFASOGHO	Opius tersus	
Opius staryi	AHCYFASOFCK	Opius staryi	
Opius singularis	AHCYFASODXF	Opius singularis	
Opius pygmaeator	AHCYFASOCSB	Opius pygmaeator	OPPEC3375-17
Opius propodealis	AHCYFASOBML	Opius propodealis	BGLIB932-24
Opius pendulus	AHCYFASOAHH	Opius pendulus	
Opius pallipes	AHCYFASNZCD	Opius pallipes	GBAH30941-20
Opius orbiculator	AHCYFASNXWZ	Opius orbiculator	
Opius ochrogaster	AHCYFASNWRV	Opius ochrogaster	
Opius longicornis	AHCYFASNVMQ	Opius longicornis	
Opius levis	AHCYFASNUHM	Opius levis	BGLIB933-24
Opius larissa	AHCYFASNTCI	Opius larissa	
Opius instabilis	AHCYFASNRXE	Opius instabilis	
Opius gracilis	AHCYFASNQSA	Opius gracilis	
Opius fuscipennis	AHCYFASNPMK	Opius fuscipennis	
Opius dimidiatus	AHCYFASNOHG	Opius dimidiatus	
Opius compar	AHCYFASNNCC	Opius compar	
Opius caricivorae	AHCYFASNLWX	Opius caricivorae	GMPSE9378-23
Opius brevipalpis	AHCYFASNKRT	Opius brevipalpis	
Opius ambiguus	AHCYFASNJMP	Opius ambiguus	GMNWG3266-14
Opiostomus leptostigma	AHCYFASNHLE	Opiostomus leptostigma	
Opiostomus impatientis	AHCYFASNGGA	Opiostomus impatientis	
Opiostomus blantoni	AHCYFASNFAW	Opiostomus blantoni	
Ontsira imperator	AHCYFASNCYZ	Ontsira imperator	AMTPA2298-15
Ontsira ignea	AHCYFASNBTV	Ontsira ignea	
Ontsira antica	AHCYFASNAOR	Ontsira antica	CGBTA309-08
Oncophanes minutus	AHCYFASMYIU	Oncophanes minutus	ASQBR1128-23
Neoneurus clypeatus	AHCYFASMWHJ	Neoneurus clypeatus	GMNWJ1710-14
Neoneurus auctus	AHCYFASMVCF	Neoneurus auctus	
Monoctonus mali	AHCYFASMTFG	Monoctonus mali	GBAH20742-19
Monoctonus ligustri	AHCYFASMSAC	Monoctonus ligustri	
Monoctonus crepidis	AHCYFASMQUM	Monoctonus crepidis	CNGLC157-13
Monoctonus cerasi	AHCYFASMPPI	Monoctonus cerasi	GBMNB62291-20
Monoctonus caricis	AHCYFASMOKE	Monoctonus caricis	AMTPB392-15
Misaphidus heraclei	AHCYFASMMNF	Misaphidus heraclei	
Misaphidus centaureae	AHCYFASMLIA	Misaphidus centaureae	
Misaphidus brevicornis	AHCYFASMKCW	Misaphidus brevicornis	
Misaphidus angelicae	AHCYFASMIXS	Misaphidus angelicae	
Misaphidus acalephae	AHCYFASMHSO	Misaphidus acalephae	
Mirax rufilabris	AHCYFASMFQR	Mirax rufilabris	
Microtypus wesmaelii	AHCYFASMDTS	Microtypus wesmaelii	ASQBR1092-23
Microtypus trigonus	AHCYFASMCOO	Microtypus trigonus	
Microplitis viduus	AHCYFASMAND	Microplitis viduus	BGLIB939-24
Microplitis varipes	AHCYFASLZHZ	Microplitis varipes	BGLIB938-24
Microplitis tuberculifer	AHCYFASLYCV	Microplitis tuberculifer	BGLIB937-24
Microplitis tristis	AHCYFASLWXR	Microplitis tristis	CGBTA499-08
Microplitis tadzhicus	AHCYFASLVSM	Microplitis tadzhicus	
Microplitis strenuus	AHCYFASLUNI	Microplitis strenuus	BCHYM7302-15
Microplitis spinolae	AHCYFASLTHT	Microplitis spinolae	CGBTA405-08
Microplitis spectabilis	AHCYFASLSCO	Microplitis spectabilis	
Microplitis sofron	AHCYFASLQXK	Microplitis sofron	
Microplitis pellucidus	AHCYFASLPSG	Microplitis pellucidus	
Microplitis ocellatae	AHCYFASLONC	Microplitis ocellatae	
Microplitis moestus	AHCYFASLNHY	Microplitis moestus	
Microplitis mediator	AHCYFASLMCT	Microplitis mediator	BCNCC054-22
Microplitis mandibularis	AHCYFASLKXP	Microplitis mandibularis	GBDTA1352-21
Microplitis malimba	AHCYFASLJSL	Microplitis malimba	
Microplitis lugubris	AHCYFASLINH	Microplitis lugubris	DRYAS1306-14
Microplitis improvisus	AHCYFASLHHR	Microplitis improvisus	
Microplitis fulvicornis	AHCYFASLGCN	Microplitis fulvicornis	
Microplitis fordi	AHCYFASLEXJ	Microplitis fordi	
Microplitis flavipalpis	AHCYFASLDSF	Microplitis flavipalpis	GBDTA15985-21
Microplitis erythrogaster	AHCYFASLCNA	Microplitis erythrogaster	
Microplitis eremitus	AHCYFASLBHW	Microplitis eremitus	BGLIB935-24
Microplitis docilis	AHCYFASKWIU	Microplitis docilis	
Microplitis deprimator	AHCYFASKVDE	Microplitis deprimator	BCHYM18936-21
Microplitis decipiens	AHCYFASKTYA	Microplitis decipiens	
Microplitis decens	AHCYFASKSSW	Microplitis decens	
Microplitis cebes	AHCYFASKRNR	Microplitis cebes	
Microplitis aduncus	AHCYFASKQIN	Microplitis aduncus	GBDTA322-21
Microgaster uliginosa	AHCYFASKOLO	Microgaster uliginosa	
Microgaster subtilipunctata	AHCYFASKNGK	Microgaster subtilipunctata	GBDTA1802-21
Microgaster subcompleta	AHCYFASKMBG	Microgaster subcompleta	GBDTA1019-21
Microgaster stictica	AHCYFASKKWC	Microgaster stictica	GBDTA1493-21
Microgaster rufipes	AHCYFASKJQM	Microgaster rufipes	
Microgaster procera	AHCYFASKILI	Microgaster procera	CNCHX244-09
Microgaster postica	AHCYFASKHGD	Microgaster postica	
Microgaster polita	AHCYFASKGAZ	Microgaster polita	BCNCA271-18
Microgaster parvistriga	AHCYFASKEVV	Microgaster parvistriga	BCHYM18990-21
Microgaster nigricans	AHCYFASKDQR	Microgaster nigricans	
Microgaster messoria	AHCYFASKCLN	Microgaster messoria	BCHYM18933-21
Microgaster luctuosa	AHCYFASKBGI	Microgaster luctuosa	BCNCC050-22
Microgaster hospes	AHCYFASKABE	Microgaster hospes	ASWA765-08
Microgaster fulvicrus	AHCYFASJYWA	Microgaster fulvicrus	AMTPA685-15
Microgaster fischeri	AHCYFASJXQK	Microgaster fischeri	
Microgaster erro	AHCYFASJWLG	Microgaster erro	
Microgaster deprimator	AHCYFASJVGC	Microgaster deprimator	
Microgaster australis	AHCYFASJUAY	Microgaster australis	BCHYM18989-21
Microgaster areolaris	AHCYFASJRQP	Microgaster areolaris	
Microgaster alebion	AHCYFASJQLL	Microgaster alebion	GBDTA15366-21
Microgaster acilius	AHCYFASJPGH	Microgaster acilius	
Meteorus vexator	AHCYFASJNJI	Meteorus vexator	GBMIN31636-13
Meteorus versicolor	AHCYFASJMDS	Meteorus versicolor	CGBTA098-08
Meteorus tabidus	AHCYFASJKYO	Meteorus tabidus	GBMIN31650-13
Meteorus sulcatus	AHCYFASJJTK	Meteorus sulcatus	GBMIN31648-13
Meteorus rufus	AHCYFASJIOG	Meteorus rufus	
Meteorus ruficeps	AHCYFASJHJB	Meteorus ruficeps	GBMIN31780-13
Meteorus rubens	AHCYFASJGDX	Meteorus rubens	ASBC919-07
Meteorus pulchricornis	AHCYFASJEYT	Meteorus pulchricornis	GBAH22363-19
Meteorus pendulus	AHCYFASJDTP	Meteorus pendulus	AMTPA741-15
Meteorus oculatus	AHCYFASJCOL	Meteorus oculatus	GBMIN31674-13
Meteorus obsoletus	AHCYFASJBJG	Meteorus obsoletus	GBMIN31833-13
Meteorus necator	AHCYFASJADR	Meteorus necator	
Meteorus longicaudis	AHCYFASIYYN	Meteorus longicaudis	GBMIN31647-13
Meteorus lionotus	AHCYFASIXTI	Meteorus lionotus	BGLIB949-24
Meteorus jaculator	AHCYFASIWOE	Meteorus jaculator	GBMIN31660-13
Meteorus ictericus	AHCYFASIVJA	Meteorus ictericus	BBHYA3356-12
Meteorus heliophilus	AHCYFASIUDW	Meteorus heliophilus	
Meteorus filator	AHCYFASISYS	Meteorus filator	CNCBR091-09
Meteorus eadyi	AHCYFASIRTN	Meteorus eadyi	
Meteorus consimilis	AHCYFASIQOJ	Meteorus consimilis	GBMIN31623-13
Meteorus colon	AHCYFASIPJF	Meteorus colon	AMTPA294-15
Meteorus cis	AHCYFASIODP	Meteorus cis	ASWAX856-08
Meteorus cinctellus	AHCYFASIMYL	Meteorus cinctellus	BBHYJ937-10
Meteorus cespitator	AHCYFASILTH	Meteorus cespitator	GBMIN31631-13
Meteorus affinis	AHCYFASIKOD	Meteorus affinis	DTNHM4643-22
Meteorus abdominator	AHCYFASIJIZ	Meteorus abdominator	ASGLF446-11
Mesocrina indagatrix	AHCYFASIHHO	Mesocrina indagatrix	BRAAL476-19
Macrocentrus townesi	AHCYFASIFKO	Macrocentrus townesi	
Macrocentrus thoracicus	AHCYFASIDSB	Macrocentrus thoracicus	
Macrocentrus resinellae	AHCYFASICML	Macrocentrus resinellae	
Macrocentrus pallipes	AHCYFASIBLT	Macrocentrus pallipes	
Macrocentrus nitidus	AHCYFASIALA	Macrocentrus nitidus	COLHH2667-19
Macrocentrus nidulator	AHCYFASHZFW	Macrocentrus nidulator	CGBTA170-08
Macrocentrus marginator	AHCYFASHYAS	Macrocentrus marginator	AMTPA079-15
Macrocentrus linearis	AHCYFASHWVO	Macrocentrus linearis	DTNHM4316-22
Macrocentrus kurnakovi	AHCYFASHVQK	Macrocentrus kurnakovi	
Macrocentrus infirmus	AHCYFASHULG	Macrocentrus infirmus	COLHH2670-19
Macrocentrus flavus	AHCYFASHTKN	Macrocentrus flavus	
Macrocentrus equalis	AHCYFASHSFJ	Macrocentrus equalis	
Macrocentrus collaris	AHCYFASHREQ	Macrocentrus collaris	CGBTA172-08
Macrocentrus cingulum	AHCYFASHPZB	Macrocentrus cingulum	GBAH5497-09
Macrocentrus blandus	AHCYFASHOTW	Macrocentrus blandus	CGBTA167-08
Macrocentrus bicolor	AHCYFASHKRB	Macrocentrus bicolor	DTNHM5174-23
Lysitermus tritoma	AHCYFASHILE	Lysitermus tritoma	
Lysiphlebus hirticornis	AHCYFASHGOF	Lysiphlebus hirticornis	GBAH11364-15
Lysiphlebus fabarum	AHCYFASHFJB	Lysiphlebus fabarum	GBAH11357-15
Lysiphlebus confusus	AHCYFASHEDL	Lysiphlebus confusus	ANBIO465-22
Lysaphidus viaticus	AHCYFASHCGM	Lysaphidus viaticus	
Lipolexis gracilis	AHCYFASHAJN	Lipolexis gracilis	AMTPB1890-15
Lestricus secalis	AHCYFASGYMO	Lestricus secalis	NORSC3990-20
Leptotrema dentifemur	AHCYFASGWPO	Leptotrema dentifemur	
Leiophron reclinator	AHCYFASGUOE	Leiophron reclinator	
Leiophron fascipennis	AHCYFASGTNL	Leiophron fascipennis	BCHYM7741-15
Leiophron deficiens	AHCYFASGSMH	Leiophron deficiens	GBAH23185-19
Leiophron apicalis	AHCYFASGRHD	Leiophron apicalis	BCHYM7793-15
Laotris striatula	AHCYFASGPKE	Laotris striatula	BRAAL613-22
Iphiaulax impostor	AHCYFASGNNF	Iphiaulax impostor	BGLIB719-24
Idiolexis punctigera	AHCYFASGLQF	Idiolexis punctigera	
Idiasta maritima	AHCYFASGJTG	Idiasta maritima	
Ichneutes reunitor	AHCYFASGHWH	Ichneutes reunitor	COLHH2646-19
Ichneutes lapponicus	AHCYFASGGQR	Ichneutes lapponicus	GBAH19840-19
Wachsmannia spathiiformis	AHCYFASGETS	Wachsmannia spathiiformis	
Hygroplitis russatus	AHCYFASGCSH	Hygroplitis russatus	
Hygroplitis rugulosus	AHCYFASGBRP	Hygroplitis rugulosus	
Hygroplitis pseudorussatus	AHCYFASGAQW	Hygroplitis pseudorussatus	
Hormius piciventris	AHCYFASFYTX	Hormius piciventris	
Hormius moniliatus	AHCYFASFXTF	Hormius moniliatus	BBHYG511-10
Homolobus truncator	AHCYFASFVRU	Homolobus truncator	CNGRL314-13
Homolobus infumator	AHCYFASFUQQ	Homolobus infumator	ANBIO297-19
Homolobus discolor	AHCYFASFTPX	Homolobus discolor	COLHH2680-19
Homolobus annulicornis	AHCYFASFSKT	Homolobus annulicornis	DTNHM4814-22
Histeromerus mystacinus	AHCYFASFQEX	Histeromerus mystacinus	ASQBR036-09
Histeromerus canadensis	AHCYFASFOZS	Histeromerus canadensis	AAHYM183-16
Heterospilus caesus	AHCYFASFNCT	Heterospilus caesus	
Heterolexis subtilis	AHCYFASFLFU	Heterolexis subtilis	
Heterolexis dictynna	AHCYFASFKFC	Heterolexis dictynna	BRAAL462-19
Heterolexis balteata	AHCYFASFIZM	Heterolexis balteata	BRAAL474-19
Helconidea ruspator	AHCYFASFHCN	Helconidea ruspator	
Helcon tardator	AHCYFASFFFO	Helcon tardator	ASQAS115-11
Helcon nunciator	AHCYFASFEEV	Helcon nunciator	ASQBR1054-23
Helcon angustator	AHCYFASFDED	Helcon angustator	ASQAS119-11
Hecabolus sulcatus	AHCYFASFBHE	Hecabolus sulcatus	BGLIB711-24
Grammospila rufiventris	AHCYFASEZKF	Grammospila rufiventris	BRAAL458-19
Gnamptodon pumilio	AHCYFASEXNF	Gnamptodon pumilio	
Gnamptodon decoris	AHCYFASEWMB	Gnamptodon decoris	NOPRA1711-19
Foersteria puber	AHCYFASEUKQ	Foersteria puber	DTNHM7913-23
Foersteria laeviuscula	AHCYFASETJY	Foersteria laeviuscula	
Falciconus pseudoplatani	AHCYFASERMZ	Falciconus pseudoplatani	BCHYM7867-15
Exotela vaenia	AHCYFASEPQA	Exotela vaenia	
Exotela phryne	AHCYFASEOKW	Exotela phryne	ABOTH7413-22
Exotela melanocera	AHCYFASENKD	Exotela melanocera	BRAAL030-15
Exotela hera	AHCYFASEMJL	Exotela hera	BRAAL028-15
Exotela gilvipes	AHCYFASELIH	Exotela gilvipes	BRAAL042-15
Exotela cyclogaster	AHCYFASEKDC	Exotela cyclogaster	BRAAL035-15
Eurytenes macrocerus	AHCYFASEIGD	Eurytenes macrocerus	
Eurytenes abnormis	AHCYFASEHAZ	Eurytenes abnormis	
Euphorus pallidistigma	AHCYFASEFEA	Euphorus pallidistigma	
Euphorus oblitus	AHCYFASEDPY	Euphorus oblitus	
Euphorus fulvipes	AHCYFASECPG	Euphorus fulvipes	
Euphorus duploclaviventris	AHCYFASDWGC	Euphorus duploclaviventris	
Euphorus basalis	AHCYFASDVFJ	Euphorus basalis	
Eubazus vagus	AHCYFASDTDZ	Eubazus vagus	
Eubazus tricoloripes	AHCYFASDSDG	Eubazus tricoloripes	
Eubazus tibialis	AHCYFASDQYC	Eubazus tibialis	AMTPB1772-15
Eubazus sigalphoides	AHCYFASDPSY	Eubazus sigalphoides	
Eubazus semirugosus	AHCYFASDOSF	Eubazus semirugosus	
Eubazus rugosus	AHCYFASDNRB	Eubazus rugosus	
Eubazus ruficoxis	AHCYFASDMLX	Eubazus ruficoxis	
Eubazus robustus	AHCYFASDLLF	Eubazus robustus	
Eubazus planifacialis	AHCYFASDKKM	Eubazus planifacialis	
Eubazus parvulus	AHCYFASDJFI	Eubazus parvulus	
Eubazus nigricoxis	AHCYFASDIEQ	Eubazus nigricoxis	CGBTA190-08
Eubazus macrurus	AHCYFASDGVA	Eubazus macrurus	
Eubazus macrocephalus	AHCYFASDFUH	Eubazus macrocephalus	
Eubazus longicaudis	AHCYFASDETP	Eubazus longicaudis	
Eubazus lepidus	AHCYFASDDSW	Eubazus lepidus	
Eubazus flavipes	AHCYFASDCNS	Eubazus flavipes	
Eubazus fasciatus	AHCYFASDBMO	Eubazus fasciatus	
Euaphidius setiger	AHCYFASCZPP	Euaphidius setiger	GBMAB1258-15
Euaphidius cingulatus	AHCYFASCYKL	Euaphidius cingulatus	
Epimicta marginalis	AHCYFASCWNM	Epimicta marginalis	BGLIB725-24
Ephedrus validus	AHCYFASCUQM	Ephedrus validus	GMPTA10054-23
Ephedrus prociphili	AHCYFASCTPU	Ephedrus prociphili	
Ephedrus plagiator	AHCYFASCSKQ	Ephedrus plagiator	GBAH20597-19
Ephedrus persicae	AHCYFASCRJX	Ephedrus persicae	GBAH20489-19
Ephedrus niger	AHCYFASCQJF	Ephedrus niger	GBART24876-23
Ephedrus nacheri	AHCYFASCPIB	Ephedrus nacheri	ASWAV170-08
Ephedrus laevicollis	AHCYFASCOCX	Ephedrus laevicollis	AMCAJ1542-19
Ephedrus lacertosus	AHCYFASCNCE	Ephedrus lacertosus	ASWAT1009-08
Ephedrus cerasicola	AHCYFASCMBM	Ephedrus cerasicola	
Ephedrus brevis	AHCYFASCKWI	Ephedrus brevis	
Elasmosoma luxemburgense	AHCYFASCIZJ	Elasmosoma luxemburgense	
Elasmosoma berolinense	AHCYFASCHPT	Elasmosoma berolinense	NOFIG352-15
Ecphylus silesiacus	AHCYFASCFST	Ecphylus silesiacus	BCHYM7830-15
Ecphylus hylesini	AHCYFASCENP	Ecphylus hylesini	
Earinus gloriatorius	AHCYFASCCQF	Earinus gloriatorius	ATRMK496-11
Earinus elator	AHCYFASCBPM	Earinus elator	CGBTA307-08
Dyscritulus planiceps	AHCYFASBZSN	Dyscritulus planiceps	GBART24251-23
Dyscoletes lancifer	AHCYFASBXVO	Dyscoletes lancifer	
Doryctes obliteratus	AHCYFASBVYP	Doryctes obliteratus	
Doryctes leucogaster	AHCYFASBUXW	Doryctes leucogaster	GBBRA050-13
Doryctes heydenii	AHCYFASBTSS	Doryctes heydenii	GBAH2995-07
Diospilus robustus	AHCYFASBRVH	Diospilus robustus	
Diospilus oleraceus	AHCYFASBQUP	Diospilus oleraceus	BGLIB941-24
Diospilus nigricornis	AHCYFASBPTW	Diospilus nigricornis	
Diospilus melanoscelus	AHCYFASBOTE	Diospilus melanoscelus	
Diospilus intermedia	AHCYFASBNOA	Diospilus intermedia	
Diospilus fusciventris	AHCYFASBMNH	Diospilus fusciventris	
Diospilus dilatatus	AHCYFASBLMP	Diospilus dilatatus	
Diospilus capito	AHCYFASBKLW	Diospilus capito	GBBRA041-13
Diospilus affinis	AHCYFASBJGS	Diospilus affinis	
Diospilus abietis	AHCYFASBIGA	Diospilus abietis	
Diolcogaster scotica	AHCYFASBGJB	Diolcogaster scotica	AGAKN652-17
Diolcogaster connexa	AHCYFASBFHX	Diolcogaster connexa	DTNHM6534-23
Diolcogaster alvearia	AHCYFASBEHE	Diolcogaster alvearia	GBDTA14292-21
Diolcogaster abdominalis	AHCYFASBDGM	Diolcogaster abdominalis	
Dinotrema varipes	AHCYFASBBJN	Dinotrema varipes	GMBMT072-18
Dinotrema tuberculatum	AHCYFASBAIU	Dinotrema tuberculatum	
Dinotrema tauricum	AHCYFASAZDQ	Dinotrema tauricum	GMGRH160-13
Dinotrema speculum	AHCYFASAYCY	Dinotrema speculum	
Dinotrema sessile	AHCYFASAXCF	Dinotrema sessile	
Dinotrema pratense	AHCYFASAWBN	Dinotrema pratense	
Dinotrema nervosum	AHCYFASAVAU	Dinotrema nervosum	
Dinotrema multiarticulatum	AHCYFASATZQ	Dinotrema multiarticulatum	
Dinotrema mesocaudatum	AHCYFASASYY	Dinotrema mesocaudatum	
Dinotrema megastigma	AHCYFASARYF	Dinotrema megastigma	
Dinotrema mediocorne	AHCYFASAQXN	Dinotrema mediocorne	
Dinotrema lineolum	AHCYFASAPWU	Dinotrema lineolum	
Dinotrema lacessivum	AHCYFASALCE	Dinotrema lacessivum	
Dinotrema intermissum	AHCYFASAJWZ	Dinotrema intermissum	
Dinotrema intermedianum	AHCYFASAIRV	Dinotrema intermedianum	
Dinotrema distractum	AHCYFASAHQR	Dinotrema distractum	
Dinotrema dimidiatum	AHCYFASAGPZ	Dinotrema dimidiatum	
Dinotrema concolor	AHCYFASAFPG	Dinotrema concolor	
Dinotrema castaneithorax	AHCYFASAEOO	Dinotrema castaneithorax	
Dinocampus coccinellae	AHCYFASACRP	Dinocampus coccinellae	CNCBR295-09
Dicyrtaspis glyptura	AHCYFASAAUQ	Dicyrtaspis glyptura	
Diaeretus leucopterus	AHCYFARZYXQ	Diaeretus leucopterus	GBART32334-23
Diaeretiella rapae	AHCYFARZXAR	Diaeretiella rapae	CNJAC585-12
Diaeretellus macrocarpus	AHCYFARZVDH	Diaeretellus macrocarpus	
Diaeretellus ephippium	AHCYFARZUCO	Diaeretellus ephippium	
Diachasma fulgidum	AHCYFARZSFP	Diachasma fulgidum	
Deuterixys rimulosa	AHCYFARZQIQ	Deuterixys rimulosa	GBAH3170-07
Deuterixys carbonaria	AHCYFARZPHX	Deuterixys carbonaria	
Desmiostoma parvulum	AHCYFARZNKY	Desmiostoma parvulum	
Dendrosoter protuberans	AHCYFARZLNZ	Dendrosoter protuberans	GBAH3377-08
Dendrosoter middendorffi	AHCYFARZKIJ	Dendrosoter middendorffi	
Dapsilarthra florimela	AHCYFARZILK	Dapsilarthra florimela	BGLIB759-24
Dapsilarthra apii	AHCYFARZHKS	Dapsilarthra apii	BRAAL460-19
Dacnusa temula	AHCYFARZFNT	Dacnusa temula	AMTPA1511-15
Dacnusa tarsalis	AHCYFARZENA	Dacnusa tarsalis	AMTPB1116-15
Dacnusa stramineipes	AHCYFARZDMI	Dacnusa stramineipes	AMTPA949-15
Dacnusa sibirica	AHCYFARZCLP	Dacnusa sibirica	BCHYM15611-17
Dacnusa pubescens	AHCYFARZBKX	Dacnusa pubescens	BRAAL024-15
Dacnusa merope	AHCYFARZABH	Dacnusa merope	
Dacnusa maculipes	AHCYFARYZAO	Dacnusa maculipes	AMTPB274-15
Dacnusa laevipectus	AHCYFARYXZK	Dacnusa laevipectus	AMTPA1931-15
Dacnusa laeta	AHCYFARYWYS	Dacnusa laeta	BRAAL073-17
Dacnusa flavicoxa	AHCYFARYVYA	Dacnusa flavicoxa	
Dacnusa faeroeensis	AHCYFARYUXH	Dacnusa faeroeensis	AMTPA1606-15
Dacnusa confinis	AHCYFARYTWP	Dacnusa confinis	
Dacnusa areolaris	AHCYFARYSVW	Dacnusa areolaris	AMTPA1963-15
Dacnusa alticeps	AHCYFARYRVE	Dacnusa alticeps	BRAAL402-19
Dacnusa abdita	AHCYFARYQUL	Dacnusa abdita	BRAAL083-17
Cyanopterus nigrator	AHCYFARYOXM	Cyanopterus nigrator	
Cyanopterus konovii	AHCYFARYNWU	Cyanopterus konovii	
Cyanopterus flavator	AHCYFARYMWB	Cyanopterus flavator	
Cremnops desertor	AHCYFARYKYR	Cremnops desertor	BGLIB742-24
Cratospila circe	AHCYFARYJBR	Cratospila circe	UKAN203-21
Cotesia zygaenarum	AHCYFARYHES	Cotesia zygaenarum	BCNCA265-18
Cotesia villana	AHCYFARYGEA	Cotesia villana	MARKA083-20
Cotesia vestalis	AHCYFARYFDH	Cotesia vestalis	GBAH1624-06
Cotesia vanessae	AHCYFARYECP	Cotesia vanessae	ASQAS177-11
Cotesia tibialis	AHCYFARYDBX	Cotesia tibialis	ASQAS174-11
Cotesia tenebrosa	AHCYFARYCBE	Cotesia tenebrosa	AMTPA1105-15
Cotesia telengai	AHCYFARYBAM	Cotesia telengai	ASQSR283-11
Cotesia subordinaria	AHCYFARXZZI	Cotesia subordinaria	GBDTA14610-21
Cotesia spuria	AHCYFARXYYP	Cotesia spuria	BCHYM7179-15
Cotesia sericea	AHCYFARXXXX	Cotesia sericea	BCHYM7193-15
Cotesia ruficrus	AHCYFARXWXE	Cotesia ruficrus	ASQSR285-11
Cotesia rubripes	AHCYFARXVWM	Cotesia rubripes	
Cotesia rubecula	AHCYFARXURI	Cotesia rubecula	CNCHX320-09
Cotesia risilis	AHCYFARXTQP	Cotesia risilis	AAHYM607-16
Cotesia pieridis	AHCYFARXSPX	Cotesia pieridis	ASQAS170-11
Cotesia orestes	AHCYFARXRKT	Cotesia orestes	
Cotesia ofella	AHCYFARXQKA	Cotesia ofella	ASQAS161-11
Cotesia melitaearum	AHCYFARXPJI	Cotesia melitaearum	AMTPA1170-15
Cotesia melanoscelus	AHCYFARXOIE	Cotesia melanoscelus	ASCNC096-09
Cotesia lycophron	AHCYFARXNHL	Cotesia lycophron	WOMIA135-11
Cotesia lineola	AHCYFARXMGT	Cotesia lineola	BCNCA139-18
Cotesia limbata	AHCYFARXLGA	Cotesia limbata	
Cotesia juniperatae	AHCYFARXKFI	Cotesia juniperatae	
Cotesia jucunda	AHCYFARXJEP	Cotesia jucunda	BCHYM7306-15
Cotesia hyphantriae	AHCYFARXIDX	Cotesia hyphantriae	ABOTH11196-23
Cotesia glomerata	AHCYFARXHDF	Cotesia glomerata	AAHYM244-16
Cotesia gastropachae	AHCYFARXGCM	Cotesia gastropachae	GBDTA1435-21
